workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,10, Married-civ-spouse, Male,48, United-States, <=50K
 State-gov,1, Never-married, Male,24, United-States, <=50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,70, United-States, >50K
 Private,10, Married-civ-spouse, Male,70, Mexico, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,50, England, <=50K
 Private,14, Married-civ-spouse, Male,60, United-States, >50K
 Private,7, Married-civ-spouse, Male,50, United-States, <=50K
 Federal-gov,10, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,3, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,12, Divorced, Female,48, United-States, <=50K
 Federal-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 ?,10, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,48, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Female,52, United-States, <=50K
 Private,13, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-not-inc,4, Never-married, Male,20, United-States, <=50K
 Private,16, Married-civ-spouse, Male,40, United-States, >50K
 Private,14, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Married-spouse-absent, Male,30, Columbia, <=50K
 Private,15, Never-married, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,55, United-States, >50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Female,40, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Female,55, United-States, <=50K
 Private,5, Separated, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,14, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,15, Married-civ-spouse, Male,65, Japan, >50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,68, United-States, <=50K
 Local-gov,11, Married-civ-spouse, Female,37, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Male,45, United-States, <=50K
 ?,12, Married-civ-spouse, Male,4, United-States, <=50K
 Private,12, Never-married, Male,3, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, El-Salvador, <=50K
 Private,12, Never-married, Male,60, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Local-gov,13, Married-civ-spouse, Male,10, United-States, <=50K
 Self-emp-inc,10, Widowed, Female,60, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,13, Never-married, Female,42, United-States, <=50K
 Private,10, Never-married, Male,30, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,11, Never-married, Male,98, United-States, <=50K
 Private,10, Separated, Female,40, United-States, <=50K
 Self-emp-not-inc,15, Divorced, Male,40, United-States, >50K
 Private,10, Divorced, Female,48, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,11, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,20, United-States, <=50K
 Private,13, Never-married, Female,16, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,30, United-States, <=50K
 ?,11, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,45, United-States, <=50K
 Private,8, Never-married, Female,25, United-States, <=50K
 Private,2, Never-married, Male,40, Mexico, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,6, Never-married, Male,15, United-States, <=50K
 Private,13, Divorced, Female,40, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,65, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,7, Never-married, Female,25, United-States, <=50K
 Private,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,2, Married-spouse-absent, Female,35, Dominican-Republic, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,24, United-States, <=50K
 Private,13, Married-civ-spouse, Male,60, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Divorced, Male,38, United-States, <=50K
 Self-emp-not-inc,12, Divorced, Male,40, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Female,40, United-States, >50K
 Federal-gov,13, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,34, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Male,50, United-States, >50K
 ?,10, Never-married, Male,30, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Female,24, United-States, <=50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,12, Married-civ-spouse, Male,45, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Female,45, United-States, <=50K
 Local-gov,14, Widowed, Female,20, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Married-civ-spouse, Male,55, United-States, >50K
 Private,10, Never-married, Male,25, United-States, <=50K
 Private,8, Never-married, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Married-civ-spouse, Male,56, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,6, Married-civ-spouse, Male,40, Portugal, <=50K
 Local-gov,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,6, Never-married, Male,40, United-States, <=50K
 Private,8, Never-married, Male,30, United-States, <=50K
 Private,12, Married-civ-spouse, Female,30, United-States, >50K
 Private,14, Married-civ-spouse, Male,40, Cuba, >50K
 ?,10, Widowed, Female,25, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Widowed, Female,37, United-States, <=50K
 Private,10, Married-civ-spouse, Male,38, United-States, >50K
 ?,9, Married-civ-spouse, Male,18, United-States, <=50K
 ?,9, Never-married, Male,20, United-States, <=50K
 Private,13, Separated, Male,40, United-States, >50K
 Self-emp-not-inc,9, Never-married, Male,15, United-States, <=50K
 Private,5, Never-married, Male,35, United-States, <=50K
 Private,5, Divorced, Male,35, United-States, <=50K
 Private,10, Never-married, Male,45, United-States, >50K
 Private,4, Married-civ-spouse, Female,40, Dominican-Republic, <=50K
 Private,10, Never-married, Female,60, United-States, <=50K
 Private,13, Married-civ-spouse, Female,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Federal-gov,10, Never-married, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,11, Never-married, Male,50, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,30, United-States, <=50K
 Private,9, Never-married, Female,55, United-States, <=50K
 Private,13, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,10, Never-married, Male,60, United-States, <=50K
 Private,9, Divorced, Female,32, United-States, <=50K
 State-gov,10, Married-civ-spouse, Male,38, United-States, <=50K
 Private,7, Never-married, Female,40, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,15, United-States, <=50K
 Self-emp-not-inc,4, Widowed, Female,35, United-States, <=50K
 Local-gov,13, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,24, Mexico, <=50K
 Private,13, Divorced, Male,12, ?, <=50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,43, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,12, Never-married, Female,40, Peru, <=50K
 Federal-gov,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,13, Married-civ-spouse, Female,40, United-States, >50K
 Private,6, Never-married, Female,40, Jamaica, <=50K
 Local-gov,11, Divorced, Female,36, United-States, <=50K
 Private,7, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,30, United-States, <=50K
 Private,9, Divorced, Male,44, United-States, >50K
 Private,9, Never-married, Female,35, United-States, <=50K
 Self-emp-inc,12, Married-civ-spouse, Male,70, United-States, <=50K
 Private,8, Divorced, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,48, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Divorced, Female,30, United-States, <=50K
 State-gov,16, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Divorced, Male,40, United-States, >50K
 Local-gov,9, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Never-married, Female,52, United-States, <=50K
 Private,13, Married-civ-spouse, Male,65, United-States, <=50K
 Self-emp-not-inc,14, Never-married, Male,60, United-States, <=50K
 Self-emp-inc,15, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,35, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,50, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,52, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, Mexico, <=50K
 Self-emp-not-inc,13, Divorced, Male,30, Iran, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Male,35, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,10, Never-married, Male,20, United-States, <=50K
 State-gov,15, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,10, Divorced, Male,45, United-States, <=50K
 Private,9, Married-civ-spouse, Male,52, United-States, >50K
 Private,10, Never-married, Male,14, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,70, United-States, <=50K
 Self-emp-not-inc,12, Married-civ-spouse, Male,50, United-States, >50K
 ?,10, Married-civ-spouse, Male,12, United-States, >50K
 ?,8, Married-civ-spouse, Female,40, United-States, >50K
 Private,10, Never-married, Female,15, United-States, <=50K
 Private,10, Divorced, Male,38, United-States, <=50K
 Local-gov,14, Married-civ-spouse, Male,80, United-States, >50K
 Private,12, Married-civ-spouse, Male,62, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,25, United-States, <=50K
 Private,10, Divorced, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Private,9, Divorced, Female,38, United-States, <=50K
 ?,2, Married-spouse-absent, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,55, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,14, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Married-civ-spouse, Male,20, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 ?,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,14, Divorced, Female,35, United-States, <=50K
 Private,7, Never-married, Female,5, United-States, <=50K
 Private,13, Never-married, Male,48, United-States, <=50K
 Private,10, Never-married, Female,28, United-States, <=50K
 Private,12, Married-civ-spouse, Male,36, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,8, Divorced, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Male,25, United-States, <=50K
 Local-gov,14, Divorced, Female,55, United-States, >50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,14, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, Mexico, <=50K
 State-gov,13, Married-civ-spouse, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,4, Married-civ-spouse, Male,50, United-States, <=50K
 Private,1, Married-civ-spouse, Male,40, Mexico, <=50K
 Private,7, Never-married, Male,5, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,60, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 ?,9, Never-married, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,60, United-States, <=50K
 Local-gov,9, Separated, Male,45, United-States, <=50K
 Private,11, Never-married, Female,60, United-States, <=50K
 Federal-gov,13, Divorced, Male,40, United-States, <=50K
 Private,2, Married-civ-spouse, Female,40, Vietnam, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Separated, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Female,30, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Male,50, United-States, <=50K
 Private,9, Never-married, Male,30, United-States, <=50K
 Private,8, Divorced, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,45, United-States, <=50K
 Private,10, Widowed, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,38, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,30, United-States, <=50K
 Private,16, Married-civ-spouse, Male,50, United-States, <=50K
 ?,10, Never-married, Male,40, Philippines, <=50K
 Private,11, Married-civ-spouse, Female,16, United-States, >50K
 Private,13, Married-civ-spouse, Female,43, United-States, <=50K
 Private,8, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,13, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,8, Never-married, Male,40, United-States, <=50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Never-married, Female,20, United-States, <=50K
 Private,13, Never-married, Male,45, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 ?,4, Married-civ-spouse, Male,25, United-States, <=50K
 Private,11, Married-civ-spouse, Female,35, Germany, <=50K
 ?,14, Never-married, Female,40, Japan, <=50K
 Federal-gov,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,11, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,80, United-States, >50K
 ?,5, Never-married, Male,42, United-States, <=50K
 Local-gov,13, Divorced, Female,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Divorced, Female,40, United-States, <=50K
 Private,5, Widowed, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,45, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Never-married, Male,45, United-States, <=50K
 ?,9, Never-married, Female,24, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,15, United-States, <=50K
 Private,13, Married-civ-spouse, Male,55, ?, >50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 ?,11, Married-civ-spouse, Male,40, Canada, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Private,9, Separated, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Separated, Female,10, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Separated, Female,56, Germany, <=50K
 Local-gov,14, Divorced, Female,40, United-States, >50K
 ?,4, Separated, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Federal-gov,14, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,10, Divorced, Male,30, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,10, Never-married, Male,30, United-States, <=50K
 Private,12, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Divorced, Male,60, United-States, <=50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,50, Canada, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Female,10, China, >50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Federal-gov,10, Never-married, Male,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Federal-gov,10, Never-married, Male,50, United-States, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 State-gov,13, Never-married, Female,32, United-States, <=50K
 Private,7, Divorced, Female,40, United-States, <=50K
 Private,11, Married-civ-spouse, Female,20, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, Cambodia, >50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,70, United-States, >50K
 Private,15, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Never-married, Male,50, United-States, <=50K
 Federal-gov,9, Married-civ-spouse, Male,44, United-States, >50K
 Private,9, Widowed, Female,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, >50K
 Private,14, Never-married, Female,40, United-States, <=50K
 State-gov,14, Never-married, Female,40, United-States, <=50K
 Self-emp-inc,7, Never-married, Male,40, United-States, >50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Female,15, United-States, <=50K
 Private,10, Never-married, Female,40, Germany, <=50K
 Local-gov,10, Divorced, Female,40, United-States, <=50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,10, Married-civ-spouse, Female,24, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Male,65, United-States, <=50K
 Self-emp-not-inc,12, Never-married, Female,5, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Never-married, Female,25, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,42, United-States, <=50K
 Private,8, Never-married, Female,25, United-States, <=50K
 Private,7, Divorced, Male,50, United-States, <=50K
 Private,3, Widowed, Female,10, Italy, <=50K
 Private,9, Married-civ-spouse, Male,44, United-States, <=50K
 Private,10, Never-married, Male,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,80, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,8, United-States, <=50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Male,45, United-States, >50K
 Private,10, Never-married, Female,12, United-States, <=50K
 Local-gov,13, Divorced, Female,30, United-States, <=50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Female,38, United-States, <=50K
 Private,9, Never-married, Male,60, ?, <=50K
 Private,6, Never-married, Male,40, United-States, <=50K
 Private,9, Divorced, Male,35, United-States, <=50K
 Private,12, Married-civ-spouse, Female,37, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-not-inc,13, Never-married, Male,42, United-States, <=50K
 Federal-gov,13, Separated, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Private,6, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Divorced, Male,38, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,9, Never-married, Male,50, United-States, <=50K
 Private,8, Never-married, Female,12, United-States, <=50K
 Private,13, Never-married, Female,55, United-States, <=50K
 ?,9, Married-civ-spouse, Female,36, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,10, Separated, Female,65, United-States, <=50K
 Private,6, Divorced, Male,20, United-States, <=50K
 State-gov,9, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-inc,9, Married-civ-spouse, Male,50, United-States, <=50K
 State-gov,10, Married-civ-spouse, Female,20, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,20, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, Philippines, >50K
 Private,14, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Married-civ-spouse, Female,60, United-States, <=50K
 Private,12, Never-married, Male,45, United-States, <=50K
 Federal-gov,16, Married-civ-spouse, Male,40, Vietnam, >50K
 Local-gov,13, Never-married, Female,35, China, <=50K
 Private,8, Never-married, Female,15, United-States, <=50K
 ?,3, Widowed, Female,40, United-States, <=50K
 Private,10, Never-married, Male,35, United-States, <=50K
 Private,10, Divorced, Male,20, United-States, <=50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,8, Never-married, Female,20, United-States, <=50K
 Private,11, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Female,30, ?, <=50K
 Local-gov,3, Never-married, Male,40, Guatemala, >50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Female,37, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Never-married, Female,35, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,45, United-States, >50K
 Private,16, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Female,35, United-States, <=50K
 Private,1, Never-married, Female,20, United-States, <=50K
 Private,5, Married-civ-spouse, Male,45, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,10, Never-married, Female,35, United-States, <=50K
 Private,11, Married-civ-spouse, Male,44, United-States, >50K
 Private,10, Never-married, Female,40, Jamaica, <=50K
 Self-emp-inc,15, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, ?, <=50K
 Local-gov,10, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,12, Divorced, Male,44, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, Germany, >50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Private,15, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Separated, Female,38, United-States, <=50K
 Private,11, Married-civ-spouse, Male,46, United-States, <=50K
 State-gov,13, Divorced, Male,40, United-States, <=50K
 Private,9, Separated, Male,35, Hong, <=50K
 Private,9, Never-married, Male,65, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Female,10, United-States, <=50K
 Private,12, Divorced, Male,50, United-States, >50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Federal-gov,13, Widowed, Female,40, United-States, >50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,20, United-States, >50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Female,50, United-States, <=50K
 Self-emp-not-inc,13, Never-married, Male,35, United-States, <=50K
 Private,10, Married-civ-spouse, Male,55, ?, >50K
 Private,9, Never-married, Female,25, United-States, <=50K
 Private,16, Never-married, Female,40, United-States, >50K
 Self-emp-inc,9, Married-civ-spouse, Male,30, United-States, <=50K
 Self-emp-inc,15, Married-civ-spouse, Male,60, United-States, >50K
 Private,6, Widowed, Female,31, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Without-pay,10, Married-civ-spouse, Female,16, United-States, <=50K
 Private,9, Never-married, Male,40, Nicaragua, <=50K
 Private,7, Married-civ-spouse, Male,30, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,14, Married-civ-spouse, Male,50, United-States, >50K
 Private,14, Married-civ-spouse, Male,43, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Married-spouse-absent, Female,32, United-States, <=50K
 Private,9, Married-civ-spouse, Male,34, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,72, United-States, >50K
 Private,10, Married-civ-spouse, Male,36, United-States, >50K
 Private,12, Never-married, Male,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 ?,10, Never-married, Female,30, United-States, <=50K
 Local-gov,10, Never-married, Male,48, United-States, <=50K
 Private,9, Widowed, Female,25, United-States, <=50K
 Private,8, Divorced, Female,40, Italy, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,10, Divorced, Female,60, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,7, Never-married, Male,25, United-States, <=50K
 Private,9, Married-civ-spouse, Male,70, United-States, <=50K
 Private,13, Never-married, Male,10, United-States, <=50K
 Private,12, Never-married, Female,50, United-States, <=50K
